YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_DELAY,TAXI_OUT,SCHEDULED_TIME,DISTANCE,SCHEDULED_ARRIVAL,ARRIVAL_DELAY,DIVERTED,CANCELLED
2015,2,10,2,AA,1471,DEN,DFW,1034,-10.0,31.0,116.0,641,1330,2.0,0,0
2015,12,28,1,EV,5169,ATL,MLB,1210,-2.0,10.0,86.0,442,1336,-10.0,0,0
2015,10,10,6,AA,390,11298,13495,1020,-6.0,18.0,89.0,447,1149,-9.0,0,0
2015,11,14,6,WN,2584,MCO,ISP,1950,142.0,12.0,145.0,971,2215,141.0,0,0
2015,8,4,2,EV,4191,EWR,BNA,1928,2.0,43.0,150.0,748,2058,48.0,0,0
2015,4,21,2,WN,709,SEA,PHX,1635,32.0,22.0,165.0,1107,1920,46.0,0,0
2015,5,29,5,AA,1212,DFW,MCO,1505,-6.0,12.0,158.0,985,1843,-12.0,0,0
2015,3,8,7,WN,411,LAS,LAX,850,1.0,13.0,65.0,236,955,-7.0,0,0
2015,7,3,5,EV,2674,VPS,DFW,1549,6.0,13.0,127.0,641,1756,-7.0,0,0
2015,8,7,5,MQ,3046,BMI,ORD,1015,-11.0,12.0,55.0,116,1110,-17.0,0,0
2015,6,9,2,WN,3500,OKC,LAS,1505,12.0,7.0,155.0,986,1540,12.0,0,0
2015,1,27,2,WN,1179,MSP,DEN,645,-5.0,10.0,135.0,680,800,-30.0,0,0
2015,10,23,5,DL,2260,10874,10397,1813,-2.0,21.0,110.0,528,2003,-5.0,0,0
2015,7,27,1,AA,743,PHL,ORD,1625,1.0,27.0,144.0,678,1749,-2.0,0,0
2015,1,2,5,EV,4741,IAH,TYR,1250,3.0,20.0,63.0,163,1353,1.0,0,0
2015,4,17,5,DL,2061,PHL,ATL,630,-1.0,42.0,139.0,666,849,18.0,0,0
2015,6,13,6,B6,1552,BOS,ACK,1215,-6.0,11.0,50.0,91,1305,-18.0,0,0
2015,1,21,3,WN,2163,LAS,MDW,1210,8.0,11.0,210.0,1521,1740,-13.0,0,0
2015,11,4,3,DL,1465,DTW,MCO,1452,2.0,15.0,158.0,957,1730,0.0,0,0
2015,11,11,3,DL,1391,ATL,HOU,1050,-2.0,12.0,136.0,696,1206,-12.0,0,0
2015,3,2,1,OO,5204,BOI,DEN,1004,-9.0,8.0,111.0,649,1155,-9.0,0,0
2015,5,31,7,EV,5983,DEN,ELP,1510,-3.0,16.0,110.0,563,1700,-5.0,0,0
2015,5,6,3,UA,526,IAH,ORD,1430,8.0,12.0,160.0,925,1710,-1.0,0,0
2015,8,18,2,AA,689,SNA,PHX,1000,76.0,13.0,77.0,338,1117,71.0,0,0
2015,8,26,3,B6,698,MCO,LGA,1916,158.0,15.0,163.0,950,2159,133.0,0,0
2015,7,19,7,DL,1753,CLT,MSP,1430,-7.0,31.0,167.0,930,1617,5.0,0,0
2015,9,28,1,AA,346,JAX,DFW,615,-5.0,18.0,168.0,918,803,-12.0,0,0
2015,9,26,6,WN,3160,LAX,BWI,1225,2.0,9.0,305.0,2329,2030,-6.0,0,0
2015,6,30,2,WN,707,HOU,DEN,1045,-5.0,9.0,145.0,883,1210,-17.0,0,0
2015,7,29,3,MQ,3087,DFW,MHK,900,-7.0,23.0,93.0,431,1033,4.0,0,0
2015,5,17,7,WN,916,CLE,MDW,1010,-4.0,7.0,70.0,307,1020,-15.0,0,0
2015,2,12,4,OO,2577,LAX,EUG,1045,-10.0,19.0,132.0,748,1257,-16.0,0,0
2015,12,16,3,UA,1885,PHL,SFO,615,-7.0,11.0,382.0,2521,937,-32.0,0,0
2015,7,15,3,DL,1654,LAX,ATL,1320,1.0,11.0,274.0,1947,2054,-16.0,0,0
2015,4,4,6,OO,5527,IAH,ELP,1440,-4.0,13.0,121.0,667,1541,-10.0,0,0
2015,2,2,1,OO,5568,DEN,TUS,2156,4.0,11.0,122.0,639,2358,-12.0,0,0
2015,1,18,7,OO,4531,FCA,SLC,715,0.0,42.0,104.0,531,859,12.0,0,0
2015,12,13,7,WN,1490,LAX,LAS,1725,21.0,8.0,60.0,236,1825,22.0,0,0
2015,3,17,2,DL,1746,MIA,ATL,1000,-5.0,23.0,120.0,594,1200,-13.0,0,0
2015,5,15,5,US,1769,CLT,MCI,1959,-2.0,18.0,143.0,808,2122,1.0,0,0
2015,11,18,3,DL,1382,ATL,DEN,940,31.0,23.0,205.0,1199,1105,34.0,0,0
2015,12,4,5,UA,2049,FLL,EWR,1725,-1.0,17.0,182.0,1065,2027,-23.0,0,0
2015,4,5,7,AA,1351,TPA,LAX,740,-1.0,14.0,321.0,2158,1001,3.0,0,0
2015,8,10,1,AA,1405,MSP,ORD,930,-10.0,28.0,90.0,334,1100,-3.0,0,0
2015,10,10,6,B6,159,10721,14100,630,-2.0,15.0,88.0,280,758,-12.0,0,0
2015,4,21,2,DL,2478,ATL,JAN,1454,-2.0,11.0,80.0,341,1514,-9.0,0,0
2015,6,18,4,OO,6355,CID,DEN,2020,17.0,8.0,126.0,692,2126,0.0,0,0
2015,5,1,5,B6,461,LGA,PBI,729,-6.0,21.0,170.0,1035,1019,-1.0,0,0
2015,5,29,5,US,2147,DCA,LGA,1000,-5.0,22.0,88.0,214,1128,-25.0,0,0
2015,3,8,7,WN,678,DEN,SMF,1835,52.0,11.0,155.0,909,2010,35.0,0,0
2015,12,5,6,F9,778,LAS,DEN,1830,-7.0,13.0,111.0,628,2121,-14.0,0,0
2015,6,16,2,DL,409,JFK,SJU,1459,-6.0,14.0,248.0,1598,1907,-45.0,0,0
2015,7,24,5,UA,1717,SFO,ORD,2313,16.0,27.0,247.0,1846,520,6.0,0,0
2015,4,16,4,OO,7372,MSP,BJI,2150,-5.0,15.0,65.0,199,2255,-15.0,0,0
2015,10,17,6,EV,4476,11042,10721,800,-7.0,9.0,103.0,563,943,-19.0,0,0
2015,12,9,3,DL,2821,LAX,SJC,2210,132.0,24.0,78.0,308,2328,136.0,0,0
2015,10,19,1,AA,2343,11298,14100,1900,-1.0,12.0,202.0,1303,2322,-22.0,0,0
2015,12,7,1,WN,2716,PHX,LAS,950,3.0,16.0,65.0,255,955,3.0,0,0
2015,7,21,2,WN,1621,SMF,SNA,1040,-4.0,8.0,80.0,404,1200,-4.0,0,0
2015,12,18,5,DL,1425,ATL,BWI,1355,16.0,17.0,110.0,577,1545,-3.0,0,0
2015,1,9,5,OO,3470,PDX,SBA,1225,-11.0,9.0,125.0,784,1430,-9.0,0,0
2015,6,20,6,US,591,PHX,PDX,735,-8.0,18.0,160.0,1009,1015,4.0,0,0
2015,10,28,3,WN,1351,13232,10397,1645,-7.0,9.0,110.0,591,1935,-17.0,0,0
2015,9,11,5,DL,980,ATL,BOS,1535,8.0,11.0,164.0,946,1819,-16.0,0,0
2015,9,18,5,AS,106,ANC,SEA,2345,-2.0,9.0,208.0,1448,413,-14.0,0,0
2015,7,15,3,DL,2217,JFK,SJU,700,-3.0,22.0,242.0,1598,1102,-20.0,0,0
2015,12,19,6,UA,1889,EWR,RDU,1305,-6.0,12.0,101.0,416,1446,-12.0,0,0
2015,1,11,7,UA,646,PDX,ORD,615,-5.0,12.0,233.0,1739,1208,-22.0,0,0
2015,4,29,3,DL,1452,EWR,DTW,715,-5.0,11.0,113.0,488,908,-23.0,0,0
2015,1,4,7,US,1885,CLT,BUF,2015,-5.0,22.0,99.0,546,2154,-7.0,0,0
2015,7,5,7,MQ,3041,DFW,LIT,1455,-2.0,27.0,74.0,304,1609,14.0,0,0
2015,8,10,1,VX,352,SAN,SFO,700,0.0,19.0,85.0,447,825,4.0,0,0
2015,4,19,7,AA,40,BOS,ORD,1920,-3.0,13.0,170.0,867,2110,-3.0,0,0
2015,9,22,2,WN,2135,MCO,MDW,645,-6.0,13.0,170.0,990,835,-17.0,0,0
2015,1,23,5,DL,2028,DTW,MCO,1210,4.0,11.0,165.0,957,1455,-14.0,0,0
2015,1,10,6,OO,5314,SBA,LAX,1116,1.0,18.0,56.0,89,1212,1.0,0,0
2015,4,9,4,DL,1494,PHL,ATL,1130,31.0,14.0,140.0,666,1350,8.0,0,0
2015,3,14,6,WN,4268,PHX,MDW,1530,0.0,12.0,190.0,1444,2040,20.0,0,0
2015,10,16,5,WN,1442,10721,10821,1730,0.0,25.0,100.0,369,1910,-7.0,0,0
2015,12,1,2,WN,189,MDW,PDX,800,1.0,6.0,275.0,1751,1035,-40.0,0,0
2015,11,16,1,WN,564,LAS,FLL,940,-1.0,13.0,270.0,2173,1710,-19.0,0,0
2015,5,12,2,US,1794,RDU,PHL,1534,-7.0,27.0,101.0,337,1715,-17.0,0,0
2015,11,10,2,OO,6278,DEN,SGF,1005,-1.0,13.0,109.0,637,1254,-17.0,0,0
2015,8,9,7,NK,708,MSP,ORD,1133,59.0,22.0,86.0,334,1259,60.0,0,0
2015,9,28,1,WN,2655,PDX,SNA,1725,8.0,6.0,150.0,859,1955,-8.0,0,0
2015,10,1,4,AA,1765,14122,11057,1355,-4.0,9.0,90.0,366,1525,-2.0,0,0
2015,12,18,5,NK,171,LGA,FLL,1525,1.0,39.0,189.0,1076,1834,36.0,0,0
2015,6,3,3,US,1937,CLT,BOS,1130,4.0,14.0,130.0,728,1340,0.0,0,0
2015,5,30,6,UA,745,IAH,MIA,1304,-6.0,28.0,145.0,964,1629,-3.0,0,0
2015,3,12,4,UA,749,BOS,IAH,1309,-3.0,11.0,273.0,1597,1642,-7.0,0,0
2015,5,22,5,AA,2455,DFW,LAX,2140,-2.0,14.0,206.0,1235,2306,-20.0,0,0
2015,4,16,4,AA,227,PHL,ORD,755,0.0,46.0,153.0,678,928,9.0,0,0
2015,12,27,7,DL,1207,DTW,SLC,2140,-2.0,11.0,240.0,1481,2340,-14.0,0,0
2015,10,7,3,OO,4852,14747,12889,1500,-7.0,15.0,149.0,867,1729,-26.0,0,0
2015,11,9,1,DL,901,DTW,ATL,1453,-3.0,10.0,124.0,594,1657,-15.0,0,0
2015,6,21,7,B6,1780,LGB,LAS,1501,-7.0,12.0,66.0,231,1607,-10.0,0,0
2015,6,21,7,F9,1001,PHL,MIA,950,2.0,15.0,180.0,1013,1250,-21.0,0,0
2015,1,16,5,WN,4736,OKC,HOU,1135,-3.0,8.0,85.0,419,1300,-13.0,0,0
2015,1,8,4,WN,270,LAS,LAX,1530,11.0,20.0,70.0,236,1640,10.0,0,0
2015,2,9,1,US,1978,IND,CLT,700,-2.0,15.0,102.0,427,842,-18.0,0,0
2015,2,2,1,UA,1299,EWR,RSW,2005,84.0,22.0,184.0,1068,2309,87.0,0,0
2015,3,26,4,EV,5296,GSO,DTW,1240,4.0,12.0,106.0,460,1426,-15.0,0,0
2015,1,13,2,MQ,3365,JFK,DCA,1729,-8.0,28.0,81.0,213,1850,2.0,0,0
2015,5,28,4,VX,205,ORD,SFO,1410,8.0,23.0,275.0,1846,1645,12.0,0,0
2015,8,28,5,B6,1933,MCO,SJU,1007,0.0,14.0,173.0,1189,1300,-5.0,0,0
2015,12,8,2,WN,296,ATL,SAN,855,-4.0,14.0,295.0,1892,1050,-38.0,0,0
2015,2,19,4,WN,3236,AUS,BWI,1935,-4.0,10.0,180.0,1342,2335,-13.0,0,0
2015,10,21,3,DL,1201,10397,12264,2205,14.0,18.0,109.0,534,2354,7.0,0,0
2015,9,4,5,EV,4901,ATL,CHA,1425,65.0,25.0,50.0,106,1515,72.0,0,0
2015,1,27,2,AS,92,ANC,SEA,1430,-10.0,12.0,203.0,1448,1853,-18.0,0,0
2015,5,22,5,EV,5152,OMA,DTW,1355,0.0,14.0,110.0,651,1645,-2.0,0,0
2015,11,8,7,AA,1816,DCA,MCO,1005,-6.0,20.0,144.0,759,1229,-6.0,0,0
2015,9,21,1,AA,236,BOS,JFK,919,-2.0,12.0,71.0,187,1030,-17.0,0,0
2015,3,29,7,AA,332,RDU,ORD,1500,-9.0,14.0,134.0,646,1614,-8.0,0,0
2015,4,21,2,HA,328,HNL,OGG,1144,-3.0,14.0,39.0,100,1223,1.0,0,0
2015,3,23,1,UA,1088,LAX,DEN,1300,5.0,12.0,138.0,862,1618,-7.0,0,0
2015,4,11,6,DL,1804,FLL,DTW,1330,-6.0,15.0,181.0,1127,1631,-15.0,0,0
2015,4,9,4,WN,923,SAN,SFO,1815,-4.0,10.0,85.0,447,1940,-5.0,0,0
2015,2,11,3,EV,4234,ORD,PVD,1921,-4.0,13.0,132.0,849,2233,-9.0,0,0
2015,7,28,2,WN,752,MDW,HOU,810,20.0,16.0,155.0,937,1045,10.0,0,0
2015,2,28,6,DL,1406,LAX,DTW,2340,-3.0,11.0,255.0,1979,655,-41.0,0,0
2015,7,21,2,WN,542,CLE,MDW,730,-3.0,18.0,75.0,307,745,-2.0,0,0
2015,3,12,4,EV,5863,SLC,DEN,1743,-6.0,20.0,87.0,391,1910,-2.0,0,0
2015,11,24,2,WN,1927,MDW,SLC,2040,0.0,25.0,210.0,1259,2310,8.0,0,0
2015,10,21,3,OO,6466,11292,14492,1723,20.0,33.0,210.0,1436,2253,26.0,0,0
2015,8,4,2,DL,2143,MSP,PIT,1514,-2.0,10.0,117.0,726,1811,-14.0,0,0
2015,3,16,1,OO,5380,DEN,MAF,958,-3.0,17.0,105.0,563,1243,-1.0,0,0
2015,3,6,5,WN,893,DEN,MSP,1610,14.0,10.0,115.0,680,1905,4.0,0,0
2015,2,13,5,WN,44,HOU,DAL,1700,-2.0,8.0,60.0,239,1800,-3.0,0,0
2015,7,14,2,WN,660,LAX,SLC,1515,48.0,11.0,100.0,590,1755,43.0,0,0
2015,4,12,7,UA,729,OGG,LAX,1328,-7.0,11.0,327.0,2486,2155,-24.0,0,0
2015,7,21,2,DL,2606,SAN,JFK,2200,-10.0,17.0,326.0,2446,626,-45.0,0,0
2015,3,27,5,DL,2532,BOS,LAX,1741,86.0,20.0,394.0,2611,2115,71.0,0,0
2015,6,3,3,WN,2437,DEN,DAL,815,0.0,10.0,115.0,651,1110,-13.0,0,0
2015,6,22,1,MQ,3317,DFW,ICT,1415,64.0,17.0,80.0,328,1535,66.0,0,0
2015,8,28,5,DL,2680,LGA,BOS,659,-3.0,18.0,72.0,184,811,-12.0,0,0
2015,5,10,7,AA,1098,MSP,MIA,533,-13.0,12.0,222.0,1501,1015,-29.0,0,0
2015,7,14,2,OO,4629,SJC,LAX,620,0.0,24.0,90.0,308,750,-2.0,0,0
2015,8,14,5,AA,683,SMF,PHX,1230,-9.0,12.0,110.0,647,1420,-14.0,0,0
2015,7,27,1,EV,4350,LRD,IAH,1627,-7.0,9.0,81.0,301,1748,-15.0,0,0
2015,9,20,7,OO,5555,SFO,ACV,1600,32.0,24.0,71.0,250,1711,34.0,0,0
2015,2,16,1,DL,1546,PHX,ATL,1129,-1.0,18.0,215.0,1587,1704,-25.0,0,0
2015,7,28,2,MQ,3260,CMH,JFK,1230,5.0,10.0,119.0,483,1429,-13.0,0,0
2015,6,10,3,WN,736,TPA,CAK,1555,122.0,17.0,135.0,894,1810,125.0,0,0
2015,8,9,7,WN,705,SMF,ONT,2145,-2.0,12.0,75.0,390,2300,5.0,0,0
2015,7,17,5,OO,4618,SLC,SAT,951,-1.0,22.0,169.0,1087,1340,-11.0,0,0
2015,10,27,2,WN,246,13204,13232,2055,-5.0,7.0,170.0,990,2245,-34.0,0,0
2015,6,20,6,WN,4194,ABQ,SAN,1935,-7.0,6.0,110.0,628,2025,-23.0,0,0
2015,7,27,1,WN,3856,ABQ,PHX,1210,3.0,7.0,70.0,328,1220,-1.0,0,0
2015,5,4,1,WN,40,DAL,TUL,1740,-1.0,11.0,55.0,237,1835,-2.0,0,0
2015,8,6,4,DL,1848,DTW,LGA,725,-5.0,24.0,109.0,502,914,-16.0,0,0
2015,4,16,4,WN,3934,SAN,LAS,1710,-2.0,11.0,70.0,258,1820,-6.0,0,0
2015,3,26,4,US,1790,FLL,PHL,1400,-7.0,34.0,166.0,992,1646,2.0,0,0
2015,3,31,2,OO,6411,MSN,ORD,535,-12.0,8.0,60.0,108,635,-32.0,0,0
2015,3,30,1,EV,5898,CMH,EWR,1700,14.0,14.0,105.0,463,1845,13.0,0,0
2015,9,10,4,UA,387,EWR,DFW,1340,1.0,19.0,225.0,1372,1625,-9.0,0,0
2015,3,25,3,DL,1779,LGA,MSY,1330,-3.0,28.0,211.0,1183,1601,-7.0,0,0
2015,6,21,7,DL,768,ATL,PBI,1357,0.0,21.0,115.0,545,1552,-6.0,0,0
2015,10,10,6,AA,133,12478,12892,1630,-5.0,29.0,375.0,2475,1945,-40.0,0,0
2015,7,16,4,WN,3920,OAK,BUR,1955,-2.0,7.0,65.0,325,2100,-6.0,0,0
2015,11,18,3,WN,455,MCI,LAX,1940,19.0,8.0,220.0,1363,2120,9.0,0,0
2015,9,18,5,EV,4930,ROA,ATL,1405,-5.0,21.0,83.0,357,1528,1.0,0,0
2015,1,27,2,WN,4299,ATL,FLL,850,-7.0,14.0,120.0,581,1050,-28.0,0,0
2015,2,14,6,DL,2633,ATL,ORF,1830,10.0,12.0,95.0,516,2005,2.0,0,0
2015,7,9,4,AA,316,MIA,SJU,2110,-2.0,22.0,162.0,1045,2352,-7.0,0,0
2015,8,29,6,EV,4897,ATL,ROA,1744,-5.0,18.0,83.0,357,1907,-9.0,0,0
2015,8,9,7,DL,815,SEA,DTW,923,-6.0,14.0,256.0,1927,1639,-12.0,0,0
2015,9,21,1,WN,2477,SMF,PDX,650,-4.0,10.0,90.0,479,820,-13.0,0,0
2015,11,12,4,EV,6121,EWR,IND,700,-8.0,21.0,139.0,645,919,-5.0,0,0
2015,5,29,5,AA,2426,DFW,TUL,1830,-4.0,22.0,73.0,237,1943,-14.0,0,0
2015,7,18,6,AA,1387,MCI,DFW,610,-3.0,18.0,100.0,460,750,-3.0,0,0
2015,2,27,5,WN,442,MCO,MSY,1720,6.0,17.0,110.0,551,1810,9.0,0,0
2015,4,1,3,OO,2787,PHX,BFL,1015,-7.0,24.0,95.0,425,1150,6.0,0,0
2015,3,16,1,AA,46,SJC,ORD,730,-3.0,14.0,250.0,1829,1340,-16.0,0,0
2015,9,20,7,HA,392,HNL,ITO,1904,-4.0,11.0,55.0,216,1959,-4.0,0,0
2015,7,18,6,AA,1943,BWI,CLT,650,-2.0,19.0,88.0,361,818,-4.0,0,0
2015,7,28,2,EV,5056,ATL,SHV,815,125.0,16.0,105.0,551,900,114.0,0,0
2015,5,3,7,UA,112,MCO,ORD,1037,-6.0,11.0,178.0,1005,1235,-3.0,0,0
2015,2,7,6,US,593,PHX,ORD,1010,1.0,31.0,216.0,1440,1446,10.0,0,0
2015,3,19,4,AA,1234,LAS,ORD,27,0.0,10.0,203.0,1514,550,-10.0,0,0
2015,12,28,1,B6,1197,PVD,FLL,1405,19.0,10.0,198.0,1188,1723,31.0,0,0
2015,1,22,4,AS,61,YAK,CDV,1155,-2.0,12.0,48.0,213,1243,4.0,0,0
2015,1,31,6,HA,327,KOA,HNL,1632,-8.0,9.0,44.0,163,1716,-1.0,0,0
2015,2,1,7,US,595,PHX,DCA,948,371.0,21.0,252.0,1979,1600,370.0,0,0
2015,1,1,4,AA,2321,ORD,DFW,1220,3.0,13.0,155.0,802,1455,19.0,0,0
2015,12,18,5,OO,6260,SFO,RNO,1218,188.0,16.0,67.0,192,1325,175.0,0,0
2015,3,11,3,OO,5380,DEN,MAF,958,-3.0,12.0,105.0,563,1243,-9.0,0,0
2015,5,9,6,WN,2783,LAS,OAK,2045,-1.0,22.0,90.0,407,2215,1.0,0,0
2015,6,7,7,WN,5363,ICT,MDW,1840,-2.0,11.0,105.0,589,2025,-1.0,0,0
2015,6,23,2,EV,2645,SAF,DFW,1006,-9.0,19.0,109.0,551,1255,-7.0,0,0
2015,2,22,7,AA,1090,SNA,DFW,1000,-4.0,10.0,166.0,1205,1446,-8.0,0,0
2015,6,4,4,DL,440,JFK,SLC,1600,2.0,39.0,330.0,1990,1930,-13.0,0,0
2015,10,6,2,WN,516,10397,14683,2045,1.0,34.0,150.0,874,2215,9.0,0,0
2015,8,16,7,OO,5168,DEN,LIT,1945,-3.0,13.0,126.0,771,2251,10.0,0,0
2015,8,4,2,OO,5539,SFO,SLC,816,-10.0,17.0,114.0,599,1110,-15.0,0,0
2015,11,22,7,UA,1690,EWR,IAH,1520,2.0,17.0,239.0,1400,1819,12.0,0,0
2015,7,13,1,AA,1629,LAS,DFW,1250,151.0,13.0,174.0,1055,1744,130.0,0,0
2015,1,11,7,AA,1207,PHL,DFW,625,-8.0,12.0,239.0,1303,924,-26.0,0,0
2015,9,3,4,AS,688,SEA,AUS,2320,-4.0,18.0,240.0,1770,520,-8.0,0,0
2015,8,21,5,AA,2306,PBI,DFW,1344,-2.0,27.0,179.0,1102,1543,10.0,0,0
2015,12,9,3,B6,569,BOS,FLL,830,0.0,22.0,209.0,1237,1159,5.0,0,0
2015,2,23,1,WN,28,HOU,DAL,1300,20.0,13.0,60.0,239,1400,16.0,0,0
2015,5,2,6,WN,2773,RDU,BNA,1650,93.0,7.0,90.0,442,1720,86.0,0,0
2015,8,21,5,UA,1964,IAH,EWR,1251,14.0,34.0,219.0,1400,1730,7.0,0,0
2015,12,28,1,AA,138,DFW,DCA,1645,23.0,12.0,165.0,1192,2030,15.0,0,0
2015,12,4,5,B6,1205,JFK,PDX,2055,-4.0,27.0,383.0,2454,18,-34.0,0,0
2015,5,26,2,DL,2223,MSP,ORD,1300,-1.0,24.0,85.0,334,1425,15.0,0,0
2015,8,23,7,MQ,3251,BIS,ORD,1512,-9.0,23.0,137.0,716,1729,-20.0,0,0
2015,7,18,6,HA,206,HNL,OGG,505,-8.0,7.0,36.0,100,541,-10.0,0,0
2015,3,18,3,EV,4254,IAH,MOB,1651,-4.0,16.0,81.0,427,1812,-7.0,0,0
2015,4,26,7,EV,3260,BNA,EWR,1120,0.0,16.0,135.0,748,1435,4.0,0,0
2015,2,12,4,WN,261,OAK,GEG,900,-3.0,10.0,120.0,723,1100,-20.0,0,0
2015,9,27,7,WN,2031,BWI,PWM,1005,-4.0,11.0,90.0,452,1135,-9.0,0,0
2015,12,31,4,WN,350,FLL,ATL,530,-3.0,9.0,115.0,581,725,-16.0,0,0
2015,1,19,1,WN,369,MSP,DEN,1115,-2.0,13.0,135.0,680,1230,-16.0,0,0
2015,11,4,3,WN,1122,MCO,AUS,1100,20.0,21.0,175.0,994,1255,7.0,0,0
2015,5,18,1,DL,1230,SLC,PSC,2158,12.0,12.0,99.0,521,2237,-3.0,0,0
2015,10,5,1,MQ,3146,10685,13930,1825,-16.0,16.0,60.0,116,1925,-28.0,0,0
2015,2,5,4,UA,1740,DEN,IAD,1729,3.0,18.0,187.0,1452,2236,10.0,0,0
2015,10,24,6,B6,28,13204,11618,759,-4.0,10.0,151.0,937,1030,1.0,0,0
2015,3,22,7,AA,197,ORD,SFO,1355,-5.0,23.0,282.0,1846,1637,29.0,0,0
2015,10,8,4,OO,4562,13433,13487,625,-9.0,29.0,98.0,449,803,-8.0,0,0
2015,5,4,1,DL,1551,MSP,LAS,1740,0.0,11.0,201.0,1299,1901,-15.0,0,0
2015,3,14,6,WN,1673,BDL,MDW,1505,35.0,10.0,145.0,777,1630,33.0,0,0
2015,12,16,3,OO,7415,RHI,IMT,2144,27.0,32.0,48.0,67,2232,35.0,0,0
2015,8,10,1,AA,658,CLT,LAS,759,10.0,14.0,281.0,1916,940,-10.0,0,0
2015,12,9,3,UA,607,EWR,ATL,1529,1.0,34.0,160.0,746,1809,-2.0,0,0
2015,5,4,1,AA,2208,DFW,CLE,1427,-6.0,15.0,158.0,1021,1805,-10.0,0,0
2015,3,11,3,US,1841,DEN,CLT,815,8.0,37.0,192.0,1337,1327,24.0,0,0
2015,12,14,1,UA,638,ORD,PHL,1100,-2.0,17.0,121.0,678,1401,-14.0,0,0
2015,5,27,3,AA,79,DFW,SLC,2205,20.0,17.0,172.0,989,2357,22.0,0,0
2015,9,15,2,WN,1832,MCI,DAL,1935,-3.0,9.0,85.0,460,2100,-10.0,0,0
2015,3,16,1,B6,585,ROC,JFK,1840,43.0,7.0,87.0,264,2007,22.0,0,0
2015,4,11,6,EV,4300,EWR,CLE,1700,2.0,12.0,98.0,404,1838,-14.0,0,0
2015,7,9,4,AA,1705,PHL,PIT,1615,161.0,101.0,81.0,268,1736,229.0,0,0
2015,6,20,6,UA,1437,ORD,SFO,1955,103.0,48.0,279.0,1846,2234,151.0,0,0
2015,8,12,3,WN,2617,OAK,LAX,1840,34.0,17.0,80.0,337,2000,37.0,0,0
2015,6,2,2,DL,2525,BHM,ATL,1830,-11.0,16.0,73.0,134,2043,-30.0,0,0
2015,3,18,3,UA,1262,ORD,EWR,1025,-2.0,13.0,130.0,719,1335,-20.0,0,0
2015,7,30,4,DL,719,ATL,HSV,2059,12.0,28.0,60.0,151,2059,11.0,0,0
2015,8,22,6,AA,457,PHX,SLC,1005,-6.0,14.0,99.0,507,1244,-19.0,0,0
2015,11,3,2,WN,1585,DAL,OAK,2105,3.0,13.0,230.0,1468,2255,-16.0,0,0
2015,2,18,3,MQ,2994,DFW,ACT,1740,29.0,12.0,38.0,89,1818,24.0,0,0
2015,3,24,2,B6,469,BOS,FLL,1915,-6.0,14.0,205.0,1237,2240,-23.0,0,0
2015,8,21,5,MQ,3449,BNA,ORD,1228,-10.0,17.0,102.0,409,1410,-21.0,0,0
2015,4,9,4,WN,256,OAK,SAN,545,-6.0,13.0,85.0,446,710,-8.0,0,0
2015,8,23,7,OO,2983,PHX,PSP,1845,-5.0,21.0,71.0,261,1956,-5.0,0,0
2015,3,3,2,DL,1345,TUS,ATL,715,-9.0,15.0,208.0,1541,1243,-16.0,0,0
2015,9,22,2,AS,774,SEA,TPA,840,-7.0,17.0,339.0,2520,1719,-29.0,0,0
2015,6,16,2,OO,4714,MSP,ATW,1557,-3.0,13.0,62.0,236,1659,-7.0,0,0
2015,1,31,6,AS,523,BUR,SEA,1100,-13.0,17.0,150.0,937,1330,1.0,0,0
2015,9,23,3,UA,1165,ORD,EWR,1500,-6.0,9.0,140.0,719,1820,-15.0,0,0
2015,2,12,4,DL,691,DCA,SLC,730,2.0,34.0,300.0,1851,1030,-9.0,0,0
2015,9,15,2,AA,604,BDL,CLT,800,-2.0,36.0,138.0,644,1018,-4.0,0,0
2015,2,6,5,DL,2400,MCO,ATL,1730,-3.0,18.0,102.0,404,1912,-7.0,0,0
2015,6,2,2,B6,164,SRQ,JFK,1140,6.0,10.0,170.0,1041,1430,-3.0,0,0
2015,3,13,5,EV,5065,ATL,SGF,1615,3.0,17.0,117.0,563,1712,-8.0,0,0
2015,9,20,7,VX,204,SFO,ORD,1115,2.0,17.0,250.0,1846,1725,12.0,0,0
2015,11,17,2,DL,2825,LAX,SLC,1130,2.0,26.0,107.0,590,1417,15.0,0,0
2015,2,19,4,AA,222,LAX,BOS,655,-5.0,24.0,325.0,2611,1520,-11.0,0,0
2015,9,18,5,EV,5016,DTW,SYR,805,-9.0,13.0,80.0,374,925,-23.0,0,0
2015,3,18,3,US,1934,CLT,RDU,1433,-1.0,20.0,51.0,130,1524,2.0,0,0
2015,1,27,2,WN,3053,SMF,LAX,2130,-8.0,7.0,80.0,373,2250,-17.0,0,0
2015,12,18,5,DL,966,SLC,PHX,1130,-6.0,15.0,100.0,507,1310,-14.0,0,0
2015,1,3,6,AA,1131,LGA,DFW,925,2.0,11.0,255.0,1389,1240,-35.0,0,0
2015,11,25,3,AA,966,MIA,EWR,1959,13.0,22.0,180.0,1085,2259,17.0,0,0
2015,7,21,2,UA,1271,ORD,FLL,604,-2.0,18.0,190.0,1182,1014,-19.0,0,0
